	os	oRON			iRON	ibaohe	S-ZORB.AT_5201.PV	S-ZORB.FT_9302.PV	S-ZORB.FT_9401.PV	S-ZORB.FT_1001.PV	S-ZORB.TE_1001.PV	S-ZORB.TE_1105.PV	S-ZORB.PC_1603.PV	S-ZORB.FC_1201.PV	S-ZORB.TC_2801.PV	S-ZORB.TE_1101.DACA	S-ZORB.TE_1103.DACA	S-ZORB.FT_2433.DACA	S-ZORB.LT_1301.DACA	S-ZORB.TE_5002.DACA	S-ZORB.AT_1001.DACA	S-ZORB.FT_3501.DACA	S-ZORB.PDI_2301.DACA	S-ZORB.PC_2401B.DACA	S-ZORB.TE_2608.DACA	S-ZORB.PDT_2906.DACA	S-ZORB.TE_7108B.DACA	S-ZORB.PT_7107B.DACA	S-ZORB.TE_7102B.DACA	S-ZORB.SIS_FT_3202.PV	S-ZORB.TXE_2203A.DACA	S-ZORB.TXE_2202A.DACA	S-ZORB.TE_5008.DACA	S-ZORB.FC_5001.DACA
163	3.4	88.66	162	89.8	57.7	0.3673	1120.7278	110.039	126.729	65.9858	65.5435	0.0461	113.6495	295.4525	138.961	371.7519	5.0145	-1.272	130.6402	233.1974	0.031	1.3218	1.0859	427.2938	-0.0075	53.5236	3.0122	32.3809	178.6943	405.8674	405.9176	62.27	1582.0841	
164	3.2	87.79	163	88.8	57.7	-0.0117	1294.7788	107.2016	128.1368	65.0215	65.0082	0.0506	114.2389	292.2646	137.9537	370.5295	4.6168	-1.2697	129.9561	257.8362	0.0022	1.3345	1.0677	430.3446	0.1805	54.6175	3.0127	33.0218	192.4074	402.2067	402.388	65.5661	1787.9668	
165	3.2	88.29	164	89.3	57.7	-0.089	1163.5404	106.8391	127.7674	65.5634	65.102	0.0511	114.1755	294.2344	138.6319	373.8156	4.6367	-1.2712	130.3326	211.2119	-0.0033	1.4702	0.941	453.2164	0.4129	54.5823	3.0137	32.8853	180.6004	406.0939	406.3747	63.3875	1678.679	
166	3.2	88.19	165	89.7	54.8	-0.0363	1042.6108	106.202	135.3714	67.672	66.9294	0.0496	116.1103	293.9913	139.4999	370.4927	5.011	-1.2633	131.0022	240.8583	0.0198	1.3009	1.1076	438.6627	-0.6012	55.2158	3.0143	33.7725	186.2079	416.5092	416.8007	64.4547	1747.3158	
167	3.2	88.99	166	89.6	54.8	0.191	1006.067	105.4135	130.3741	68.4982	67.8629	0.0536	113.9829	298.5617	139.1838	367.2777	4.807	-1.2638	130.888	229.4357	0.0162	1.3917	1.0163	431.7243	-0.5691	56.5566	3.0131	35.2051	188.2414	418.5328	418.836	65.6732	1698.7796	
168	3.2	88.49	167	89.5	54.8	0.3256	974.1653	105.3861	129.8331	67.8065	67.2319	0.0556	115.0051	296.2723	139.5463	370.992	4.8241	-1.2636	130.8599	277.1227	-0.0161	1.3227	1.0866	430.8784	-0.5391	56.0638	3.0139	34.5339	186.8489	424.2376	424.6143	62.5153	1551.1833	
169	3.2	87.89	168	89	56.1	-0.1224	1083.5269	109.383	120.5793	65.0398	64.3897	0.0502	114.511	287.0017	136.8359	369.4026	4.8062	-1.2642	128.5738	223.8465	-0.0269	1.3539	1.0518	412.1823	-0.536	56.1408	3.0143	34.6998	185.6805	419.49	420.1037	66.5271	1770.4186	
170	3.2	87.72	169	88.7	56.1	-0.0528	964.3192	108.2254	120.1681	66.061	65.1197	0.0575	114.4268	284.3207	137.1368	366.9245	4.7137	-1.2609	128.8323	231.5328	-0.0225	1.4949	0.9152	416.7055	-0.5167	54.7	3.0132	33.2933	185.2475	418.8543	419.0294	64.3546	1773.8455	
171	3.2	88.16	170	89.1	56.1	-0.0973	987.324	104.4944	116.7836	65.2731	64.9925	0.0517	113.0179	287.1244	137.2194	369.2721	4.8525	-1.2381	128.9563	218.4317	-0.017	1.4296	0.9804	425.1175	-0.5348	55.0435	3.015	33.62	178.8009	422.038	422.3405	60.5781	1385.828	
172	3.2	88.08	171	89	56.1	0.2935	1017.254	111.5836	113.8936	69.0927	68.0149	0.0591	113.3615	294.1372	139.6386	369.5754	4.8422	2.1299	131.2593	244.8619	-0.0045	1.3711	1.0392	430.5592	-0.5123	55.2595	3.0132	33.6911	182.1647	423.0792	423.4827	58.8755	1398.5769	
173	3.2	88.08	172	89.8	56.1	-0.11	1022.5591	110.4213	113.3121	67.8799	66.169	0.0571	113.7081	288.0491	138.3844	369.8784	4.7167	-1.2296	130.0301	235.6324	0.0203	1.3455	1.0656	422.888	-0.5059	54.0782	3.0118	32.4953	180.912	417.1575	417.3276	58.9366	1412.6575	
174	3.2	88.19	173	89.4	56.1	-0.0658	903.9401	110.1527	114.9047	66.6176	64.9991	0.0586	113.5995	279.2639	137.2172	367.6288	4.9698	-1.165	129.2911	211.5931	-0.0193	1.3376	1.0722	406.4764	-0.513	53.6454	3.0126	31.9826	182.1429	405.9591	406.2075	56.224	1292.8891	
175	3.2	88.86	174	89.9	56.1	0.0724	1042.9789	113.7522	128.631	67.9016	66.5784	0.0471	113.2054	293.7757	138.8007	368.1991	4.6408	-1.2446	130.6157	239.9514	-0.0065	1.3968	1.0093	438.1353	-0.5433	55.1763	3.0142	33.3366	184.2451	414.3437	414.6114	53.8885	1026.6918	
176	3.2	88.96	175	90.1	50.4	-0.0861	1018.0119	107.8303	127.2393	66.9405	65.4942	0.0462	113.7707	288.5283	137.8811	369.56	4.7109	-1.2658	129.7276	247.5348	-0.011	1.3741	1.0242	443.4031	-0.5271	54.1835	3.0137	32.3917	184.3205	412.14	412.4191	53.525	1047.6726	
177	5.3	89.16	176	90.2	50.4	2.564	1014.6226	109.4592	129.8142	69.6403	68.3665	0.0494	118.1583	304.866	140.5406	365.6672	4.821	-1.2635	131.9902	262.3701	0.0251	1.4366	0.9687	418.6295	-0.5497	55.6561	3.0137	33.6873	181.5993	424.4718	424.5808	53.8547	1015.5484	
178	5.1	88.66	177	89.8	50.4	1.3005	1025.6246	111.3681	133.4498	69.6244	68.4312	0.0469	113.0088	306.2575	139.6607	368.1158	4.783	-1.2631	131.4144	253.6569	-0.0139	1.4234	0.9845	443.0993	-0.6412	57.379	3.0153	35.5389	182.823	415.6624	415.6791	57.5136	1173.1781	
179	4.3	89.56	178	90.1	50.4	0.8996	1034.9898	110.8709	135.7703	70.715	68.9082	0.0493	117.5012	298.2921	141.1611	368.0146	4.7377	2.4158	132.8934	218.8308	0.0027	1.5257	0.8867	421.6976	-0.4819	26.7138	2.275	26.3319	186.9133	422.9653	423.2591	55.8062	1186.4177	
180	3.2	88.46	179	89.8	50.4	0.6033	1029.0158	108.7736	131.4624	68.0122	65.6588	0.0487	113.6572	286.919	138.275	368.8986	4.6925	-1.2108	130.8332	263.9512	-0.0122	1.4031	1.0076	432.2711	-0.4341	24.8542	2.2765	24.2522	183.7966	411.8392	412.1022	54.2276	1191.8286	
181	3.4	88.76	180	90	50.4	1.4428	1045.6069	106.8381	133.51	68.3473	65.4811	0.0501	114.1365	283.9836	137.716	364.6842	4.6934	-1.0301	130.5306	262.7722	-0.0146	1.411	0.9986	422.895	-0.4473	24.1725	2.2765	23.6948	185.7164	407.8432	408.0048	54.8556	1269.5926	
182	3.5	88.26	181	89.7	50.4	1.4902	1015.9671	107.8347	130.9705	69.8617	66.9633	0.0472	112.7976	307.0662	138.9732	368.3128	4.5254	-1.2594	131.3123	251.9133	0.0086	1.3751	1.0338	416.5756	-0.532	30.1929	2.275	30.1089	186.1234	414.5137	414.768	56.6816	1219.4274	
183	3.2	88.36	182	89.4	52.3	0.2624	1009.0809	112.2777	129.5243	66.8015	64.8066	0.0508	122.3385	305.182	138.325	368.9367	4.763	-1.2048	130.7562	208.3891	-0.0005	1.484	0.967	423.4355	-0.4866	26.3628	2.3083	25.6399	186.9325	422.0194	422.2804	60.5447	1538.0225	
184	4.1	88.86	183	89.9	52.3	2.1093	950.2862	112.7148	125.0439	65.6387	64.4936	0.0518	123.4493	300.7277	136.6	363.9623	4.7625	-1.2604	128.7947	229.3293	-0.0067	1.5188	0.9276	427.7588	-0.4949	27.7086	2.3087	27.4413	185.2595	418.6754	419.0603	63.9871	1661.3282	
185	5.1	88.66	184	89.1	52.3	1.3966	1155.0437	871.5572	133.8761	54.6989	56.9738	0.0533	116.9647	295.2557	129.2417	363.3928	4.8025	0.5945	123.3193	257.3166	-0.0153	1.4612	0.9543	415.3246	-0.4696	24.6898	2.2804	24.1376	183.0084	419.5102	419.4037	67.2765	1686.5003	
186	3.2	88.96	185	90.1	54.8	0.3764	1031.6854	830.6629	131.3022	56.4219	57.421	0.0537	118.7065	294.8114	130.4874	365.4636	4.638	1.6549	124.385	205.3894	0.0023	1.5484	0.8703	421.3487	-0.4108	25.096	2.2797	24.5335	191.3852	424.1564	424.3751	66.0232	1842.2586	
187	5.3	87.66	186	88.8	54.8	0.2848	974.3549	106.9876	125.3474	56.3792	56.6916	0.0436	115.6814	280.2255	129.9633	362.2651	4.6817	-1.2448	123.3665	196.4107	-0.0137	1.4902	0.9197	411.747	-0.4025	25.375	2.2792	24.5218	190.4583	412.7537	412.851	71.3268	1954.7948	
188	3.2	87.16	187	88.3	54.8	0.105	1002.2656	109.7816	122.1526	57.6396	60.3582	0.0406	110.4904	286.9266	129.7102	365.0019	4.5219	0.0561	122.4547	160.9879	-0.0096	1.1797	1.1472	429.1079	-0.4143	25.3024	2.1784	24.7245	181.1851	435.9539	436.1532	68.0594	1982.7525	
189	3.2	85.96	188	87.3	57	2.276	1525.1294	108.901	46.1195	47.0684	53.9551	0.12	103.5392	271.4295	123.6218	368.9487	5.1661	-0.1354	117.4221	58.9025	0.1665	1.1112	1.1835	463.1662	23.8372	18.0233	0.0132	16.3946	307.2793	357.7685	358.3887	69.7434	1686.882	
190	3.2	86.56	189	87.5	57	1.7941	1394.4449	110.8535	46.0201	44.4342	50.3548	0.1352	110.1686	272.8221	122.717	368.6444	5.3545	3.8451	116.5579	71.9043	0.1312	1.3419	1.0015	459.573	23.5877	17.8503	0.0134	16.2765	311.1491	362.6883	363.3498	67.7947	1712.4637	
191	3.2	86.16	190	87.5	57	32.2342	2844.7812	110.7765	48.2857	44.9013	49.9645	0.145	109.6366	272.5204	123.2261	368.8103	5.2746	-0.274	116.8176	85.0762	0.2484	1.4866	0.8629	457.0442	23.2134	14.0891	0.0153	11.9155	315.3827	360.4643	361.425	66.0736	1701.9055	
192	3.2	86.29	191	87.8	53.6	1.5695	1821.1898	111.2157	47.628	43.7577	47.0596	0.1571	110.6983	273.0817	121.1406	370.7755	5.4021	0.0459	114.9518	90.2003	0.2584	1.3862	0.9683	468.3001	22.9639	9.1342	0.0161	7.3664	315.2868	360.9039	361.975	65.1072	1930.2954	
193	4.8	89.09	192	90.6	53.6	3.2549	2027.419	110.3413	123.9968	69.7687	63.5321	0.126	105.93	286.3715	136.7274	375.3739	5.2384	-0.2379	128.2851	215.3871	0.2798	1.5139	0.8854	457.1406	22.7144	12.4124	0.0145	11.1975	320.3421	353.3291	353.9716	54.1831	1352.5849	
194	3.2	89.49	193	90.2	53.6	3.0826	1953.3302	115.0951	124.338	67.8219	62.1289	0.1345	108.2468	286.6554	135.9242	374.8724	5.0337	0.0611	127.5827	240.488	0.1806	1.5117	0.8825	447.2194	22.3401	10.0457	0.0156	8.5723	323.6717	351.2804	352.2131	53.0499	1284.3083	
195	6.5	89.69	194	90.4	55.1	4.8519	1924.4376	113.9726	130.7808	73.2012	68.3394	0.1304	114.2866	299.1935	140.5332	375.1095	5.3185	-0.1642	130.6207	238.4695	0.4645	1.6445	0.7794	438.6571	22.0906	20.2468	0.0121	19.1218	323.2436	359.2024	360.175	57.6466	1343.4737	
196	5.3	89.09	195	90.3	55.1	4.8938	1912.2768	116.8227	128.2716	71.8624	66.5925	0.1295	110.2711	296.8232	139.3094	375.1096	5.18	-0.1191	130.0246	247.7942	0.3361	1.6082	0.8091	445.3613	21.8411	15.161	0.0141	13.7525	333.6111	354.5524	355.4513	57.3644	1303.2508	
197	3.2	88.29	196	89.3	55.1	2.1526	2081.5357	119.6511	131.4063	69.9072	62.7552	0.1362	111.9734	295.2102	138.3253	377.9961	5.3615	0.7412	129.3506	212.8706	0.22	1.6606	0.7771	435.6941	21.4668	6.0502	0.0171	4.5274	331.0638	352.885	353.9193	51.7397	1298.9891	
198	3.2	88.49	197	89.9	54.9	2.403	2197.3794	111.7884	134.1026	70.8589	65.425	0.1313	116.0557	299.3915	139.473	376.9646	5.1282	0.1362	130.218	209.7205	-0.0059	1.6695	0.7668	459.4515	21.2173	11.1364	0.0151	9.4633	319.9846	357.7096	358.8822	55.3291	1373.6753	
199	3.2	88.29	198	89.4	54.9	2.0847	2120.2894	116.3273	130.3416	69.1743	62.349	0.1439	115.3872	282.576	137.5603	375.583	5.3503	4.4177	128.8628	225.9322	0.037	1.6649	0.7836	459.8267	20.9678	11.3185	0.0149	10.0817	319.4742	351.4632	352.4697	52.3863	1322.7966	
200	7.5	88.69	199	90	54.9	2.4352	1985.1545	117.7961	132.3021	70.4981	63.9457	0.1363	113.5043	289.9895	138.5704	376.5032	5.0482	0.0883	129.7516	231.2979	0.0726	1.5902	0.8632	442.6821	20.5936	10.3342	0.0157	8.5408	318.9661	355.6473	357.301	52.5072	1321.2803	
201	3.2	88.49	200	89.9	58.3	3.2499	2032.7237	100.0977	132.205	72.0128	66.6767	0.1268	114.6723	299.3104	139.8324	376.7326	5.0737	-0.1507	130.7461	222.9916	0.074	1.6111	0.841	443.2035	20.344	17.1658	0.0138	15.6858	317.7727	359.0821	360.2117	55.2476	1289.4375	
202	3.2	88.49	201	89.7	58.3	2.7672	2039.7322	108.8048	133.3487	70.8986	65.2104	0.1282	116.8523	302.0059	139.678	377.2754	5.2206	0.2077	130.117	244.5634	0.0349	1.6324	0.8296	459.3323	20.0945	8.5773	0.0169	6.9129	311.3692	357.5725	358.5377	54.8503	1379.1237	
203	3.2	88.39	202	89.7	58.3	2.6239	2178.3926	105.4521	131.3502	71.62	65.6744	0.1297	115.5403	295.7603	139.6404	376.5917	5.0473	0.6441	130.2041	228.6861	0.2299	1.7091	0.7615	439.8159	19.7203	9.5657	0.0166	7.194	326.3328	354.427	355.4268	54.373	1327.9084	
204	3.2	88.29	203	89.7	58.3	2.5546	2196.9168	104.5179	135.5076	72.0438	66.8316	0.1307	118.2074	294.6883	140.0841	374.6337	5.2275	4.2468	130.0219	243.6521	0.0404	1.6962	0.7766	443.008	19.4708	8.0535	0.0168	6.7567	316.2392	356.5198	357.3553	56.4843	1485.6065	
205	4	88.29	204	89.7	50.5	3.1375	2143.0123	105.1535	136.2546	72.7579	67.8527	0.1411	119.1769	297.5294	141.1456	374.8235	5.2292	0.445	131.3762	236.3624	0.1379	1.7021	0.7764	445.4348	19.2213	9.6092	0.0164	8.1681	315.7113	363.1448	364.2909	57.8286	1520.835	
206	5	88.29	205	89.6	50.5	4.1272	2104.9434	108.4473	138.5808	71.2087	66.0745	0.1455	119.5662	291.4826	139.6621	372.5029	5.1367	0.4242	129.9009	256.093	0.1347	1.6248	0.8316	441.2705	18.847	7.81	0.0173	6.3271	330.0587	361.5983	363.4014	57.6702	1589.3764	
207	3.2	88.09	206	89.2	50.5	5.5774	2172.9557	105.7099	132.614	72.6531	67.1634	0.1318	115.4438	295.1866	139.9494	372.9701	5.2802	0.0261	129.9626	269.2191	0.2295	1.6731	0.7714	451.4432	18.5975	11.8204	0.0163	9.6374	331.2962	365.5452	367.4105	59.0515	1552.1203	
208	3.2	87.99	207	89.4	50.5	3.8728	2040.0369	104.7151	135.4883	70.1009	63.371	0.1487	118.5982	284.9902	138.2376	373.9319	5.1592	0.4148	129.3619	293.7581	0.3045	1.6597	0.7865	426.9547	18.348	5.4836	0.0184	2.9572	331.2104	365.7764	367.4096	55.1034	1575.3459	
209	5.2	88.39	208	89.4	50.9	4.3538	2574.2193	103.0018	123.984	69.1874	61.6184	0.1264	108.5424	278.4604	135.9926	371.9363	5.0978	4.4831	127.3763	302.3609	0.3981	1.5314	0.8575	444.6062	17.9737	7.7702	0.018	5.8656	333.7415	355.5138	357.581	56.9732	1582.8377	
210	3.6	88.99	209	90	50.9	2.9152	2059.1436	104.0714	46.9829	42.2766	46.4967	0.1634	112.3511	271.1976	119.82	371.2244	5.2228	0.5601	113.5424	122.2502	0.6406	1.5901	0.7845	435.3875	17.7242	4.2175	0.0199	1.7713	330.9391	358.6555	360.274	58.5374	1621.5012	
211	9.8	89.98	210	91.1	50.9	10.3954	1544.068	105.9028	124.3723	67.631	58.7645	0.1247	107.4502	286.9119	133.8762	371.7218	5.0141	0.5694	125.764	298.5412	0.1354	1.6934	0.6909	414.0172	17.4747	3.6844	0.0201	1.2726	320.8978	350.0683	351.4551	51.563	1354.3833	
212	7.3	89.78	211	90.9	50.9	7.0506	6047.9301	107.4282	124.0536	71.3624	63.1003	0.1081	108.3449	287.6162	138.0268	375.0292	5.1379	0.2778	129.1001	309.3256	0.5087	1.6214	0.766	433.9145	17.1004	7.5699	0.0179	5.4744	322.4002	351.3319	352.4145	53.3124	1204.7653	
213	6.9	89.76	212	90.9	53	7.5766	1779.0339	106.4563	124.5031	71.2023	63.278	0.1004	108.8275	293.7709	137.7363	375.5645	5.3979	1.1086	129.6059	294.473	0.5165	1.542	0.8644	436.0231	16.8509	6.2497	0.0181	3.9142	334.99	352.9994	353.9699	52.763	1119.892	
214	9.9	89.86	213	91	53	8.9053	1810.1398	113.6178	123.0501	70.9992	62.6514	0.1105	107.8137	281.7492	136.4798	372.122	5.1263	4.6836	127.952	280.3018	0.2749	1.5739	0.8035	442.7516	16.6014	3.7983	0.0186	1.6054	329.9137	349.628	350.714	49.2752	971.7953	
215	3.5	89.78	214	91	53	3.0651	2225.854	108.3401	129.781	70.0552	64.6646	0.1341	114.3177	287.2505	137.1036	372.2646	5.3327	2.1017	128.2543	214.6379	0.6728	1.5373	0.852	449.5672	16.2272	4.0829	0.0186	1.9557	331.2646	354.9477	356.797	50.7568	1021.1389	
216	3.2	89.58	215	90.8	50.8	4.9396	1976.5793	104.1926	130.4936	70.2289	63.8119	0.1417	111.0411	290.7679	136.775	370.9893	5.2842	4.9758	128.2549	204.3391	0.8663	1.5369	0.8501	437.2519	15.9776	4.2487	0.0194	2.4561	315.9201	358.04	359.3692	50.4749	1025.6603	
217	3.2	89.48	216	90.8	50.8	2.7414	1703.2977	101.9506	129.6454	71.57	65.2907	0.1367	113.9346	274.8588	138.3093	373.7218	5.0126	0.0356	129.2316	211.4417	-0.0382	0.8911	1.5264	435.1399	15.7281	9.9158	0.0183	7.9184	297.6035	357.2565	358.2922	49.6385	945.3008	
218	3.4	89.48	217	90.7	50.8	3.3875	1955.8846	104.5109	129.5721	71.7952	66.7363	0.1286	113.6415	283.3646	138.8577	372.8114	4.9936	0.0394	129.5317	206.1178	0.2491	1.1856	1.2321	432.7372	15.3539	10.6515	0.0201	9.0599	306.7691	357.8806	358.8721	52.1678	946.3719	
219	4.2	89.58	218	90.7	50.8	3.5246	1949.3702	105.1328	128.6126	71.9621	66.1458	0.1309	112.8012	281.8254	138.6829	372.2353	4.9664	-0.1403	129.5324	219.4078	0.1526	0.9534	1.4743	420.6978	15.1044	58.5254	3.2391	32.8198	296.8369	347.9305	348.7055	50.7857	942.1702	
220	4.8	89.48	219	90.4	53.9	4.7328	1638.5838	104.0929	129.3674	72.5872	65.8135	0.1238	109.0824	299.7461	138.9105	374.7649	5.0445	0.0112	129.5148	223.0393	-0.1705	1.5632	0.8528	451.016	14.8549	58.7142	3.2201	34.127	306.2373	379.1626	380.4568	51.9818	950.9444	
221	3.2	89.78	220	91	53.9	4.9893	1897.8597	103.6081	129.9978	69.4053	61.5672	0.1515	107.6998	282.2328	135.3565	367.6974	2.6611	0.8092	127.7242	218.2639	-0.5169	2.3513	0.0843	448.5501	14.4806	53.3506	3.2076	28.8243	304.802	418.7518	420.5114	46.7548	925.3322	
222	4	89.18	221	90.6	53.9	3.3823	1857.7708	112.7959	128.75	71.501	65.7119	0.1329	109.293	274.6707	137.8798	372.0421	5.3519	0.372	128.6981	230.2891	-0.1176	1.6677	0.7635	420.3692	14.2311	52.749	3.2329	27.7199	316.1557	343.9993	345.7442	45.8243	907.0461	
223	3.2	89.18	222	90.5	53.9	2.4101	1796.3994	108.2159	129.8983	71.1261	65.4699	0.1317	109.9909	270.8907	137.5731	371.9671	5.3064	0.2091	128.3817	1.6503	0.023	1.6957	0.7357	427.6244	13.9816	52.524	3.2309	27.8236	314.7678	339.4938	340.3071	46.9231	954.0423	
224	4.1	89.08	223	90.1	55.8	2.7844	1880.777	106.0308	129.3706	71.6121	66.0541	0.132	109.1892	280.6034	137.6907	370.367	5.2323	0.3759	128.3303	1.5829	-0.3102	1.7295	0.703	447.312	13.6073	52.5685	3.2235	30.1953	292.0772	343.3146	345.613	49.3162	965.5433	
225	5.4	89.08	224	90.4	55.8	5.4142	1967.6046	110.1666	132.543	72.4923	67.6123	0.1474	111.6966	286.4483	138.6281	369.4966	5.4665	1.3153	129.3046	163.8029	-0.0398	1.6918	0.7438	440.2756	13.3578	54.509	3.2188	30.6374	296.8754	350.5105	351.7507	48.9165	968	
226	4.1	89.08	225	90.4	55.8	4.3076	1899.6827	112.0322	128.9189	72.5815	68.2107	0.1274	108.6077	296.3949	138.3804	371.2162	5.5466	0.392	129.2976	191.473	-0.2777	1.7663	0.6789	447.3188	13.1083	56.6286	3.223	32.9039	309.0655	347.2241	348.5525	51.9967	986.6081	
227	4.3	89.18	226	90.5	55.8	2.4184	1851.7525	113.7948	130.0429	74.2852	69.9819	0.1214	107.4771	292.9228	139.8516	371.7114	5.2478	-0.1166	130.0689	181.0487	0.0233	1.7049	0.726	451.1341	12.734	58.2077	3.2178	34.3157	293.4236	342.8109	344.047	51.9722	968.9955	
228	3.4	89.18	227	90.5	59	2.2065	1772.3061	109.6616	127.661	73.2298	68.3452	0.1152	105.8075	294.3644	138.7154	371.8893	5.3756	1.6929	129.5617	182.5861	-0.04	1.7439	0.6872	451.9062	12.4845	56.5066	3.2184	32.6376	292.4072	339.0562	340.938	52.4258	988.9293	
229	3.2	89.08	228	90.4	59	1.9911	1672.7307	109.0971	125.7291	71.97	67.4212	0.127	105.0328	281.0038	137.673	370.8021	5.3482	0.3705	128.9498	192.0704	-0.4437	1.6822	0.7448	437.3721	12.235	54.7925	3.2212	31.3531	289.5191	340.1384	341.5463	49.9582	956.5367	
230	4.8	88.98	229	90.3	59	3.585	1675.6831	107.9444	132.024	73.0619	68.6189	0.1372	113.8662	292.3953	138.9901	369.6708	5.4213	4.6357	129.9208	191.0575	-0.0171	1.7816	0.6681	451.3608	11.8607	56.9439	3.2208	32.68	292.4372	347.4022	348.96	50.9575	1003.4847	
231	3.5	88.59	230	89.7	51.56	3.2829	1683.6037	108.6253	132.0786	71.0711	65.3332	0.1632	110.7161	280.5854	137.2861	368.2728	5.282	0.7831	128.8241	199.1299	0.4056	1.7078	0.7483	429.3616	11.3617	52.6413	3.2225	28.024	294.7168	348.1762	349.3863	49.3834	1106.0969	
232	5.6	89.16	231	90.5	51.89	10.0495	649.6376	103.9031	132.4567	71.3834	65.357	0.1608	113.0435	277.5999	136.5796	365.3804	4.5532	-0.0479	128.2127	328.3364	-0.0158	2.3108	0.1473	436.3713	7.4943	34.4942	1.487	23.44	316.9439	346.4151	347.5061	56.1541	1399.5703	
233	3.3	89.1	232	90.4	49.42	9.3608	597.9643	103.8995	132.4968	71.4073	65.3375	0.1597	113.0757	277.8909	136.5729	365.489	4.6722	-0.086	128.2099	321.5419	-0.0156	2.3124	0.147	437.4793	7.2448	33.3108	1.3699	23.0444	315.9576	346.0837	347.1735	56.5806	1420.4175	
234	4.7	89.1	233	90.3	49.42	8.672	546.291	103.8959	132.5369	71.4312	65.318	0.1585	113.1078	278.1819	136.5662	365.5977	4.7913	-0.1241	128.207	314.7475	-0.0154	2.314	0.1468	438.5873	6.9953	32.1273	1.2528	22.6488	314.9714	345.7523	346.841	57.0071	1441.2648	
235	4.2	88.9	234	90	49.42	7.6388	468.7811	103.8905	132.5971	71.467	65.2888	0.1568	113.1561	278.6185	136.5562	365.7606	4.9699	-0.1812	128.2028	304.5558	-0.0151	2.3165	0.1464	440.2493	6.6211	30.352	1.0772	22.0554	313.4919	345.2553	346.3422	57.6468	1472.5356	
236	4.1	89.1	235	90.2	46.39	6.95	417.1078	103.8869	132.6373	71.4909	65.2693	0.1557	113.1883	278.9095	136.5495	365.8693	5.0889	-0.2193	128.1999	297.7613	-0.0149	2.3181	0.1462	441.3573	6.3715	29.1686	0.9601	21.6598	312.5057	344.9239	346.0097	58.0732	1493.3828	
237	6.2	89.1	236	90.2	46.39	6.2612	365.4345	103.8833	132.6774	71.5147	65.2498	0.1545	113.2205	279.2005	136.5428	365.9779	5.208	-0.2574	128.1971	290.9669	-0.0147	2.3197	0.146	442.4653	6.122	27.9851	0.843	21.2642	311.5194	344.5925	345.6772	58.4997	1514.23	
238	3.2	89.1	237	90.3	46.39	5.2281	287.9246	103.8779	132.7376	71.5505	65.2206	0.1528	113.2688	279.6371	136.5327	366.1409	5.3865	-0.3146	128.1928	280.7752	-0.0144	2.3222	0.1456	444.1273	5.7478	26.2098	0.6673	20.6708	310.0399	344.0954	345.1784	59.1394	1545.5009	
239	3.9	89.4	238	90.6	45.77	4.5393	236.2513	103.8743	132.7777	71.5744	65.2011	0.1517	113.301	279.9281	136.526	366.2496	5.5056	-0.3527	128.19	273.9808	-0.0142	2.3238	0.1454	445.2353	5.4983	25.0264	0.5502	20.2752	309.0537	343.764	344.8458	59.5658	1566.3481	
240	3.3	89.2	239	90.5	45.77	3.8505	184.578	103.8707	132.8179	71.5983	65.1816	0.1506	113.3332	280.2191	136.5193	366.3582	5.6246	-0.3908	128.1871	267.1863	-0.014	2.3254	0.1451	446.3433	5.2488	23.8429	0.4331	19.8797	308.0674	343.4326	344.5133	59.9923	1587.1954	
241	7.7	89.1	240	90.1	45.77	2.8173	107.0681	103.8653	132.878	71.6341	65.1524	0.1488	113.3815	280.6556	136.5093	366.5212	5.8032	-0.4479	128.1829	256.9946	-0.0138	2.3279	0.1448	448.0053	4.8745	22.0676	0.2575	19.2863	306.5879	342.9356	344.0145	60.632	1618.4663	
242	4.8	89.4	241	90.1	47.54	2.1285	55.3948	103.8617	132.9182	71.658	65.1329	0.1477	113.4136	280.9467	136.5026	366.6298	5.9223	-0.486	128.18	250.2002	-0.0136	2.3295	0.1445	449.1133	4.625	20.8842	0.1404	18.8907	305.6017	342.6042	343.682	61.0585	1639.3135	
243	4.7	88.8	242	89.9	47.54	1.4398	3.7215	103.8581	132.9583	71.6819	65.1134	0.1466	113.4458	281.2377	136.4959	366.7385	6.0413	-0.5241	128.1772	243.4057	-0.0134	2.3311	0.1443	450.2213	4.3755	19.7007	0.0233	18.4951	304.6154	342.2728	343.3495	61.4849	1660.1607	
244	3.4	89.3	243	90.4	47.54	1.1704	2107.092	112.5075	134.9909	71.6979	66.2186	0.1478	117.256	282.7008	136.5895	366.1318	5.6511	-0.5129	128.5024	230.4929	-0.0189	1.2217	1.2526	463.6555	4.0012	19.712	0.019	19.2975	280.9722	339.4395	340.3222	59.6763	1750.26	
245	3.2	90.1	244	91.4	45.51	1.2586	1992.9813	111.3253	137.609	72.0552	67.0745	0.148	119.2012	291.3103	137.3624	368.3108	6.0247	-0.7714	128.9655	208.7684	-0.0172	1.2717	1.2074	455.8108	3.7517	20.3973	0.0611	19.9319	278.6168	345.5454	345.8127	61.1667	1713.4171	
246	3.2	89.6	245	90.7	45.51	2.7454	1919.9496	114.2418	128.4482	71.4883	65.5416	0.1531	118.1742	279.6533	135.3628	361.244	4.269	4.9472	128.1756	220.2804	0.1713	0.3561	2.111	438.7729	3.5022	19.9938	0.0638	19.5428	259.1346	341.9258	342.6086	59.0285	1653.984	
